ev_id,origin_time_utc,evla,evlo,evdep_km,mag,n_picks
619489181,2020-10-19T08:14:07.06,-3.4134,100.4136,29.0,,14
619489227,2020-10-19T09:42:54.06,-3.3494,100.3419,27.6,,11
619489233,2020-10-19T09:38:50.92,2.8939,96.3259,28.8,,10
619495971,2020-10-19T14:11:57.84,-7.1590,126.5789,380.4,,26
619498906,2020-10-19T20:54:39.70,54.6127,-159.6792,32.9,7.6,55
619498910,2020-10-19T21:05:57.27,54.5051,-159.6227,20.4,,13
619498914,2020-10-19T21:32:20.55,54.3171,-159.7794,16.4,5.5,17
619498917,2020-10-19T21:45:26.77,54.3482,-159.7723,24.7,5.7,18
619499534,2020-10-20T13:43:16.54,63.9016,-22.0909,3.2,,14
619499538,2020-10-20T12:32:12.03,54.4353,-159.8609,19.8,,20
619500228,2020-09-06T04:39:21.78,-17.1344,167.8422,21.0,5.5,13
619500229,2020-09-06T14:55:20.96,-20.6699,-173.9127,16.7,5.8,17
619500231,2020-09-07T06:12:39.92,-17.1606,168.4369,10.0,6.2,26
619500232,2020-09-07T06:29:14.57,-17.1604,168.5375,10.0,5.6,14
619500243,2020-09-12T08:34:27.26,-17.1577,167.7712,10.0,5.7,22
619500246,2020-09-12T20:26:19.03,-7.3392,128.3984,148.2,5.5,24
619500254,2020-09-16T08:44:30.13,-22.3570,171.5352,126.2,5.7,29
619500300,2020-10-21T00:22:34.74,-19.2657,-172.4990,17.2,5.7,25
619504253,2020-10-24T11:34:17.49,35.6895,48.9963,7.3,5.5,10
619504509,2020-10-24T22:23:00.25,54.5436,-159.6243,33.3,,18
619504557,2020-10-25T11:47:37.48,-15.3327,-173.4291,41.1,5.9,26
619504570,2020-10-25T00:56:46.80,-8.0311,107.9463,59.1,5.6,23
619504761,2020-10-26T08:26:36.10,0.5270,121.5318,105.6,,12
619505250,2020-10-26T09:25:10.44,54.9320,-160.2884,41.7,,12
619509197,2020-10-27T19:43:53.50,-2.3427,119.1174,31.9,5.6,27
619509233,2020-10-28T04:13:42.17,53.1402,-173.4488,246.8,,12
619509332,2020-10-28T09:09:00.23,-0.2611,124.4587,55.2,5.5,21
619509665,2020-10-28T14:12:56.25,-14.4526,167.4074,185.4,5.8,36
619512621,2020-10-29T09:32:42.95,37.5914,71.7626,48.6,,10
619514711,2020-10-30T04:36:28.71,54.5241,-159.6826,27.7,,11
619514791,2020-10-30T11:51:27.32,37.9051,26.7559,16.1,7.1,28
619515524,2020-10-30T22:56:46.92,71.5250,-3.5000,8.2,5.5,14
619516440,2020-11-01T03:43:20.46,-7.0626,129.2074,194.0,5.6,28
619517402,2020-11-02T18:01:59.63,-3.4873,131.1433,23.8,,12
619519039,2020-11-04T22:21:49.43,-7.4222,106.1205,43.7,,11
619519890,2020-11-05T21:57:02.85,-6.5873,147.0116,22.9,,19
619519916,2020-11-06T06:20:07.53,-7.5195,128.4011,144.6,,13
619526413,2020-11-08T00:39:02.98,-11.6425,165.0492,15.2,5.6,21
619530547,2020-11-09T16:45:32.84,-3.7561,153.4163,225.1,,21
619531376,2020-11-10T00:52:33.28,-6.2465,104.0825,41.6,,17
619536405,2020-11-10T14:37:39.51,38.8911,70.4792,19.6,,10
619542465,2020-11-12T19:19:48.19,4.0901,122.7506,580.1,,12
619543406,2020-11-13T18:33:08.83,5.5701,95.5733,24.5,,15
619543578,2020-11-14T02:56:55.58,30.3924,67.3880,11.7,,18
619544122,2020-11-15T22:37:43.85,8.6943,126.3529,50.6,5.5,22
619545008,2020-11-17T01:44:12.04,-2.7251,99.2732,30.8,5.8,30
619547826,2020-11-18T11:37:54.87,-4.6991,102.8706,84.0,5.6,13
619552804,2020-10-22T08:24:05.84,-20.8522,-176.5557,239.8,5.6,25
619552807,2020-10-23T07:04:31.73,-25.6070,-179.9400,468.6,5.7,28
619552830,2020-10-25T11:04:46.04,-10.2187,161.5267,74.1,,22
619552842,2020-10-30T11:10:11.92,-8.8468,161.0272,30.1,5.7,22
619553723,2020-10-01T10:34:45.45,-6.0266,148.6449,92.7,5.7,34
619553735,2020-10-06T10:11:45.33,-18.0758,-178.3736,632.2,6.1,55
619553740,2020-10-08T15:58:51.84,-5.8866,150.8166,44.9,5.7,27
619553742,2020-10-09T21:22:26.61,-17.2158,167.4678,36.0,5.6,21
619554486,2020-11-20T23:16:39.28,-21.4098,169.2262,29.0,,10
619554862,2020-11-22T11:27:27.43,-2.6955,127.4884,18.9,5.7,15
619559485,2020-11-25T15:20:34.82,1.8596,127.4292,119.6,,16
619559640,2020-11-26T03:47:46.21,-4.6544,144.9481,49.6,,18
619561617,2020-11-29T14:48:28.53,-4.9383,102.9934,61.7,,23
619561672,2020-11-29T21:45:23.44,-31.8754,179.2976,482.7,,19
619563908,2020-12-01T16:22:40.91,52.7262,-168.3473,32.2,6.2,52
619563911,2020-12-01T16:35:48.50,53.6508,-150.5120,13.0,5.6,19
619569222,2020-12-02T20:36:23.49,-3.5049,123.2356,19.5,,18
619574617,2020-12-03T17:07:35.75,-22.8485,170.8301,28.0,,10
619575624,2020-12-03T19:48:39.54,3.2895,98.2502,130.9,,11
619576712,2020-12-05T06:43:23.29,-19.0109,-172.8469,19.5,,14
619576718,2020-12-05T08:08:28.97,-7.7930,128.3173,95.8,,19
619576832,2020-12-05T12:44:40.92,36.0671,31.8445,97.2,5.5,13
619580147,2020-12-08T05:14:34.62,22.1286,94.2969,92.0,,11
619587793,2020-12-08T23:33:32.22,-28.4170,-176.1289,18.7,5.8,16
619588322,2020-12-10T11:41:21.69,-22.1872,-179.4782,590.4,,23
619595125,2020-12-10T15:04:51.37,1.5591,126.2658,41.2,,24
619601321,2020-12-10T20:42:08.48,-32.9909,-179.7691,108.5,5.8,25
619601323,2020-12-10T20:48:58.13,-17.6819,-174.6434,18.7,5.7,16
619602403,2020-12-12T15:55:23.50,-9.0292,123.4063,110.1,5.6,24
619602526,2020-12-13T07:25:33.58,-24.0354,176.6738,12.2,5.7,15
619602541,2020-12-13T08:39:49.93,-9.7204,109.7126,13.8,,22
619602665,2020-12-13T22:06:02.21,-4.2131,153.1428,35.0,,11
619602719,2020-12-14T04:19:54.08,-19.1680,-175.4024,213.3,,11
619610379,2020-12-14T19:35:57.96,72.2341,0.5824,3.6,5.6,11
619611102,2020-12-15T23:21:59.67,5.2514,125.3839,31.8,6.0,28
619611120,2020-12-16T05:49:25.13,53.4577,-160.0880,23.4,5.5,25
619617129,2020-12-18T10:16:49.60,-6.3084,147.5379,42.1,,14
619617383,2020-12-19T00:10:42.16,54.6570,-159.7561,34.7,,20
619620705,2020-12-21T12:33:55.11,-6.5448,130.5857,90.0,,11
619620714,2020-12-21T17:08:54.92,-16.7681,-177.1260,7.0,5.8,18
619624672,2020-12-23T18:11:49.20,6.1933,133.5810,20.7,5.7,24
619625328,2020-12-23T22:19:53.93,-4.4780,101.0957,17.8,,15
619625339,2020-12-24T01:24:14.45,-0.2711,124.5004,44.8,,15
619625985,2020-12-24T23:43:41.66,13.7836,120.5992,116.8,5.9,18
619625995,2020-12-25T02:00:33.54,5.1311,126.0393,107.2,,14
619626947,2020-12-27T06:37:33.65,38.4877,39.2206,9.6,5.7,24
619627130,2020-12-28T07:31:11.23,-0.2190,124.5485,58.9,5.5,18
619627620,2020-12-29T06:23:30.10,-6.3828,154.6973,31.3,,11
619628127,2020-12-29T16:21:48.03,5.2111,125.3869,38.2,,15
619646099,2020-11-03T08:18:56.41,-19.9918,-177.3882,395.3,5.6,29
619646106,2020-11-07T09:27:06.54,-15.3854,-173.4893,46.1,6.3,38
619646113,2020-11-11T00:48:43.15,-19.7168,-177.4454,416.9,5.6,30
619646120,2020-11-14T06:42:33.28,-19.5207,168.9861,44.4,5.6,24
619646142,2020-11-29T09:01:34.83,-14.7922,167.2603,114.0,,16
619872621,2020-12-14T01:57:11.04,-23.9830,179.9215,537.6,5.5,28
619872625,2020-12-16T16:08:25.72,-6.3213,143.2406,13.4,5.7,19
620210404,2020-10-03T16:30:09.41,-7.1866,150.0544,45.4,5.7,29
620220831,2020-10-21T03:35:20.49,52.9542,-164.6102,10.0,5.5,10
620782125,2020-07-08T01:07:04.04,56.0631,-153.8122,15.7,5.6,26
620819215,2020-12-28T05:28:08.76,45.4267,16.2095,15.9,,10
621218119,2020-10-20T04:07:07.94,54.3197,-159.6130,20.3,5.5,26
621237227,2020-12-27T02:32:08.12,-4.6315,153.2322,62.1,,19
621237324,2020-12-29T07:10:29.51,43.3575,-127.1509,16.9,5.6,18
621237334,2020-12-29T11:19:55.28,45.4340,16.2120,10.6,6.6,24
621416257,2020-01-26T06:31:57.43,51.1325,-179.8521,32.7,5.8,36
621552095,2020-08-18T00:03:48.62,12.0113,124.1352,11.0,6.7,13
621614371,2020-11-16T22:45:23.79,-7.0025,155.7364,53.1,5.6,13
621852030,2020-09-02T17:46:06.65,-3.0198,130.5617,17.2,,11
622257495,2020-05-09T15:35:58.84,40.7610,78.7706,11.7,,11
